"","word","sentiment","score"
"9517","переругаться","negative",-1
"9518","переругиваться","negative",-1
"9519","пересаливать","negative",-1
"9520","пересластить","negative",-1
"9521","переслащивать","negative",-1
"9522","пересолить","negative",-1
"9523","пересохнуть","negative",-1
"9524","пересрать","negative",-1
"9525","перессориться","negative",-1
"9526","переставать доверять","negative",-1
"9527","переставать понимать","negative",-1
"9528","переставать уважать","negative",-1
"9529","перестараться","negative",-1
"9530","перестать доверять","negative",-1
"9531","перестать нравиться","negative",-1
"9532","перестать понимать","negative",-1
"9533","перестать уважать","negative",-1
"9534","перестреливаться","negative",-1
"9535","перестрелка","negative",-1
"9536","переступать закон","negative",-1
"9537","переступать черту","negative",-1
"9538","переступать","negative",-1
"9539","переступать","negative",-1
"9542","переступить закон","negative",-1
"9543","переступить черту","negative",-1
"9544","переступить","negative",-1
"9545","переступить","negative",-1
"9548","пересушивать","negative",-1
"9549","пересушить","negative",-1
"9550","пересушка","negative",-1
"9551","пересыхание","negative",-1
"9552","пересыхать","negative",-1
"9553","перетревожить","negative",-1
"9554","перетрусить","negative",-1
"9555","переть","negative",-1
"9556","переться","negative",-1
"9557","переутомить","negative",-1
"9558","переутомиться","negative",-1
"9559","переутомление","negative",-1
"9560","переутомлять","negative",-1
"9561","переутомляться","negative",-1
"9562","перехваливание","negative",-1
"9563","перехваливать","negative",-1
"9564","перехвалить","negative",-1
"9565","перехватить через край","negative",-1
"9566","перехватить","negative",-1
"9569","перехватить","positive",1
"9572","перехватывать","negative",-1
"9575","перехватывать","positive",1
"9578","перехлест","negative",-1
"9579","перехлест","negative",-1
"9581","перехлестнуть","negative",-1
"9582","перехлестнуть","negative",-1
"9584","перехлестывать","negative",-1
"9585","перехлестывать","negative",-1
"9587","переход на личности","negative",-1
"9588","переходить все границы","negative",-1
"9589","переходить на личности","negative",-1
"9590","перехотеть","negative",-1
"9591","перечить","negative",-1
"9593","перспективность","positive",1
"9595","перспективный","positive",1
"9596","перхоть","negative",-1
"9597","першение","negative",-1
"9598","першить","negative",-1
"9599","песочить","negative",-1
"9600","пессимизм","negative",-1
"9601","пессимист","negative",-1
"9602","пессимистический","negative",-1
"9603","пессимистичность","negative",-1
"9604","пессимистичный","negative",-1
"9605","пессимистка","negative",-1
"9606","петь с чужлшл голоса","negative",-1
"9607","печалить","negative",-1
"9608","печалиться","negative",-1
"9609","печаль","negative",-1
"9610","печальбеда","negative",-1
"9611","печалька","negative",-1
"9612","печальность","negative",-1
"9613","печальный","negative",-1
"9614","пешка в чужой игре","negative",-1
"9615","пешка","negative",-1
"9617","пжлст","positive",1
"9618","пигмей","negative",-1
"9620","пиетет","positive",1
"9621","пикантность","positive",1
"9622","пикантный","positive",1
"9623","пинать ногами","negative",-1
"9624","пипец","negative",-1
"9625","пир во время чумы","negative",-1
"9626","пирамида","negative",-1
"9630","пират","negative",-1
"9631","пиратка","negative",-1
"9632","пиратский","negative",-1
"9633","пиратство","negative",-1
"9634","пиратствовать","negative",-1
"9635","пироженка","positive",1
"9636","пиррова победа","negative",-1
"9637","писец","negative",-1
"9638","писклявость","negative",-1
"9639","писклявый","negative",-1
"9640","писька","negative",-1
"9641","пить горькую","negative",-1
"9642","пичаль","negative",-1
"9643","пищание","negative",-1
"9645","пищать","negative",-1
"9647","плагиат","negative",-1
"9648","плагиатор","negative",-1
"9649","плакать","negative",-1
"9650","плакаться","negative",-1
"9651","пламенность","positive",1
"9653","пламенный","positive",1
"9654","пластичность","positive",1
"9655","пластичность","positive",1
"9656","пластичный","positive",1
"9657","пластичный","positive",1
"9658","платность","negative",-1
"9659","платный","negative",-1
"9660","плачевность","negative",-1
"9661","плачевный","negative",-1
"9662","плевать в потолок","negative",-1
"9664","племенной","positive",1
"9665","плен","negative",-1
"9666","пленение","negative",-1
"9667","пленительность","positive",1
"9668","пленительный","positive",1
"9669","плениться","positive",1
"9670","пленяться","positive",1
"9671","плести интригу","negative",-1
"9672","плечом к плечу","positive",1
"9673","плешиветь","negative",-1
"9674","плешь","negative",-1
"9675","плиз","positive",1
"9676","плодотворность","positive",1
"9677","плодотворный","positive",1
"9678","плоский юмор","negative",-1
"9679","плоский","negative",-1
"9686","плотный","positive",1
"9687","плоховатый","negative",-1
"9688","плохой","negative",-1
"9689","плохому не научит","positive",1
"9690","плохонький","negative",-1
"9692","плут","negative",-1
"9693","плутовка","negative",-1
"9694","плутовство","negative",-1
"9701","плюс","positive",1
"9703","плюсик","positive",1
"9705","плясать под","negative",-1
"9706","пневмония","negative",-1
"9708","по зову души","positive",1
"9709","по зову сердца","positive",1
"9710","по иронии","negative",-1
"9711","по неизвестной причине","negative",-1
"9713","по понятиям","negative",-1
"9717","по фигу","negative",-1
"9718","по яйцам бить","negative",-1
"9719","побаиваться","negative",-1
"9720","побаливать","negative",-1
"9721","побаловать","positive",1
"9722","побаловаться","negative",-1
"9723","побастовать","negative",-1
"9724","победа","positive",1
"9725","победитель","positive",1
"9726","победительница","positive",1
"9727","победный","positive",1
"9728","победоносность","positive",1
"9729","победоносный","positive",1
"9730","побеждать зло","positive",1
"9731","побеспокоить","negative",-1
"9732","побеспокоиться","negative",-1
"9733","побираться","negative",-1
"9734","побирушка","negative",-1
"9735","поблеклость","negative",-1
"9736","поблеклый","negative",-1
"9737","поблекнуть","negative",-1
"9738","побои","negative",-1
"9739","побоище","negative",-1
"9740","поболеть","negative",-1
"9741","поболеть","negative",-1
"9742","поболеть","positive",1
"9744","побольше бы такого","positive",1
"9745","поборы","negative",-1
"9746","побояться","negative",-1
"9747","побранивать","negative",-1
"9748","побранить","negative",-1
"9749","побраниться","negative",-1
"9750","побрезгать","negative",-1
"9751","побрезговать","negative",-1
"9752","побрюзжать","negative",-1
"9753","побухать","negative",-1
"9754","повальность","negative",-1
"9755","повальный","negative",-1
"9757","повезти","positive",1
"9759","поверить","positive",1
"9760","поверить","positive",1
"9761","поверхностность","negative",-1
"9762","поверхностный","negative",-1
"9765","повеселить","positive",1
"9766","повеселиться","positive",1
"9767","повестись на пряник","negative",-1
"9768","повздорить","negative",-1
"9769","повинный","negative",-1
"9771","повозиться","positive",1
"9772","повозмущаться","negative",-1
"9773","поволноваться","negative",-1
"9775","поворовать","negative",-1
"9776","поворотливый","positive",1
"9777","повредить","negative",-1
"9778","повредиться","negative",-1
"9779","повреждать","negative",-1
"9780","повреждаться","negative",-1
"9781","повреждение","negative",-1
"9782","повстанец","negative",-1
"9783","повстанческий","negative",-1
"9784","повымереть","negative",-1
"9785","повысились тарифы","negative",-1
"9787","повысить рейтинг","positive",1
"9788","повысить скорость","positive",1
"9789","повысить тарифы","negative",-1
"9792","повыситься рейтинг","positive",1
"9793","повышать рейтинг","positive",1
"9794","повышать тарифы","negative",-1
"9796","повышение рейтинга","positive",1
"9797","повышение стоимости","negative",-1
"9798","повышение тарифов","negative",-1
"9799","повышение цен","negative",-1
"9800","повышенная температура","negative",-1
"9801","поганый","negative",-1
"9802","погибать","negative",-1
"9803","погибель","negative",-1
"9804","погибнуть","negative",-1
"9805","погибший","negative",-1
"9806","поглумиться","negative",-1
"9807","поглупеть","negative",-1
"9808","погнушаться","negative",-1
"9809","погорячиться","negative",-1
"9810","пограбить","negative",-1
"9811","погребальный","negative",-1
"9812","погребать","negative",-1
"9813","погребение","negative",-1
"9814","погрешить","negative",-1
"9815","погрешность","negative",-1
"9816","погрозить","negative",-1
"9817","погрозиться","negative",-1
"9818","погром","negative",-1
"9819","погромный","negative",-1
"9820","погрустить","negative",-1
"9821","погрустнеть","negative",-1
"9822","погубитель","negative",-1
"9823","погубить","negative",-1
"9824","под градусом","negative",-1
"9825","под давлением","negative",-1
"9826","под зад коленом","negative",-1
"9827","под прессом","negative",-1
"9828","под раздачу попадать","negative",-1
"9829","под раздачу попасть","negative",-1
"9830","подавить","negative",-1
"9831","подавить","negative",-1
"9832","подавить","negative",-1
"9833","подавить","negative",-1
"9835","подавиться","negative",-1
"9836","подавление","negative",-1
"9837","подавленность","negative",-1
"9838","подавленный","negative",-1
"9839","подавлять","negative",-1
"9840","подавлять","negative",-1
"9841","подавлять","negative",-1
"9842","подавлять","negative",-1
"9845","податливость","positive",1
"9847","податливый","positive",1
"9848","подбадривать","positive",1
"9849","подбодрить","positive",1
"9850","подбодрять","positive",1
"9851","подбрасывание улик","negative",-1
"9852","подбрасывать улики","negative",-1
"9853","подбросить улики","negative",-1
"9854","подвести","negative",-1
"9858","подвиг","positive",1
"9859","подвижник","positive",1
"9860","подвижница","positive",1
"9861","подвижнический","positive",1
"9862","подвижничество","positive",1
"9863","подвижность","positive",1
"9864","подвижный","positive",1
"9865","подводить","negative",-1
"9869","подворовывание","negative",-1
"9870","подворовывать","negative",-1
"9871","подвох","negative",-1
"9872","подгадить","negative",-1
"9873","подгаживать","negative",-1
"9874","подговаривать","negative",-1
"9875","подговор","negative",-1
"9876","подговорить","negative",-1
"9877","поддатый","negative",-1
"9878","поддать","negative",-1
"9879","поддать","negative",-1
"9881","подделать","negative",-1
"9882","подделка","negative",-1
"9883","подделывать","negative",-1
"9884","подделываться","negative",-1
"9885","поддельность","negative",-1
"9886","поддельный","negative",-1
"9887","поддельщик","negative",-1
"9888","поддержка","positive",1
"9889","поддержка","positive",1
"9890","поддержка","positive",1
"9891","поддразнивать","negative",-1
"9892","поддразнить","negative",-1
"9893","подеваться","negative",-1
"9894","подельник","negative",-1
"9895","подельница","negative",-1
"9896","поджать губы","negative",-1
"9897","поджигатель","negative",-1
"9898","поджигательница","negative",-1
"9899","поджигательский","negative",-1
"9900","поджимать губы","negative",-1
"9901","поджог","negative",-1
"9902","подземные толчки","negative",-1
"9903","подзудить","negative",-1
"9904","подзуживать","negative",-1
"9905","подкаблучник","negative",-1
"9906","подкапывание","negative",-1
"9908","подкапываться","negative",-1
"9909","подкачать","negative",-1
"9911","подкашивать","negative",-1
"9912","подкашивать","negative",-1
"9914","подкинуть улики","negative",-1
"9915","подкладывать свинью","negative",-1
"9916","подковерный","negative",-1
"9917","подкопаться","negative",-1
"9918","подкосить","negative",-1
"9919","подкосить","negative",-1
"9921","подкузьмить","negative",-1
"9922","подкуп","negative",-1
"9923","подкупать","negative",-1
"9925","подкупать","positive",1
"9926","подкупить","negative",-1
"9928","подкупить","positive",1
"9929","подлец","negative",-1
"9930","подлиза","negative",-1
"9931","подлизаться","negative",-1
"9932","подлизываться","negative",-1
"9933","подлинность не установлена","negative",-1
"9934","подличать","negative",-1
"9935","подлог","negative",-1
"9936","подложить свинью","negative",-1
"9937","подложность","negative",-1
"9938","подложный","negative",-1
"9939","подлость","negative",-1
"9940","подлый","negative",-1
"9941","подлюга","negative",-1
"9942","подмазаться","negative",-1
"9943","подмазываться","negative",-1
"9944","подмачивать","negative",-1
"9945","подмачивать","negative",-1
"9946","подмерзание","negative",-1
"9947","подмерзание","negative",-1
"9949","подмерзать","negative",-1
"9950","подмерзать","negative",-1
"9952","подмерзнуть","negative",-1
"9953","подмерзнуть","negative",-1
"9955","подмога","positive",1
"9956","подмочить","negative",-1
"9957","подмочить","negative",-1
"9958","поднабираться","negative",-1
"9960","поднабраться","negative",-1
"9962","поднадоесть","negative",-1
"9963","подневольность","negative",-1
"9964","подневольный","negative",-1
"9965","поднимать настроение","positive",1
"9966","поднимать тарифы","negative",-1
"9970","поднялись тарифы","negative",-1
"9973","поднятие настроения","positive",1
"9974","поднять на смех","negative",-1
"9975","поднять настроение","positive",1
"9976","поднять себе настроение","positive",1
"9977","поднять тарифы","negative",-1
"9980","подобранность","positive",1
"9981","подобранный","positive",1
"9982","подозреваемый","negative",-1
"9983","подозревать","negative",-1
"9984","подозрение","negative",-1
"9985","подозрительность","negative",-1
"9986","подозрительный","negative",-1
"9990","подойти","positive",1
"9991","подольститься","negative",-1
"9992","подольщаться","negative",-1
"9993","подонок","negative",-1
"9994","подорвать","negative",-1
"9995","подорвать","negative",-1
"9998","подосадовать","negative",-1
"9999","подпитие","negative",-1
"10000","подполье","negative",-1
"10002","подпольный","negative",-1
"10003","подпортить","negative",-1
"10004","подразнить","negative",-1
"10005","подразнить","negative",-1
"10006","подразнить","negative",-1
"10007","подрастеряться","negative",-1
"10008","подрастеряться","negative",-1
"10009","подраться","negative",-1
"10010","подробнейший","positive",1
"10011","подробно разжевать","negative",-1
"10013","подробность","positive",1
"10014","подробный","positive",1
"10015","подружиться","positive",1
"10016","подрыв","negative",-1
"10017","подрывать","negative",-1
"10018","подрывать","negative",-1
"10021","подскочили цены","negative",-1
"10022","подсобить","positive",1
"10023","подсоблять","positive",1
"10027","подспорье","positive",1
"10028","подспудность","negative",-1
"10029","подспудный","negative",-1
"10030","подстава","negative",-1
"10031","подставить плечо","positive",1
"10032","подставить","negative",-1
"10036","подставлять плечо","positive",1
"10037","подставлять","negative",-1
"10041","подставная компания","negative",-1
"10042","подставная фирма","negative",-1
"10043","подставной","negative",-1
"10045","подстраивать","negative",-1
"10047","подстраивать","positive",1
"10048","подстраивать","positive",1
"10049","подстрекатель","negative",-1
"10050","подстрекательница","negative",-1
"10051","подстрекательский","negative",-1
"10052","подстрекательство","negative",-1
"10053","подстрекать","negative",-1
"10054","подстрекать","negative",-1
"10055","подстрекнуть","negative",-1
"10056","подстрекнуть","negative",-1
"10057","подстроить","negative",-1
"10059","подстроить","positive",1
"10060","подстроить","positive",1
"10061","подсудить","negative",-1
"10062","подсудный","negative",-1
"10063","подсуживание","negative",-1
"10064","подсуживать","negative",-1
"10065","подтасовать","negative",-1
"10066","подтасовка","negative",-1
"10067","подтасовывание","negative",-1
"10068","подтасовывать","negative",-1
"10069","подтачивать","negative",-1
"10070","подтачивать","negative",-1
"10072","подташнивание","negative",-1
"10073","подташнивать","negative",-1
"10074","подтопление","negative",-1
"10075","подточить","negative",-1
"10076","подточить","negative",-1
"10078","подтянутость","positive",1
"10079","подтянутый","positive",1
"10080","подурнеть","negative",-1
"10081","подустать","negative",-1
"10082","подфартить","positive",1
"10083","подхалим","negative",-1
"10084","подхалимаж","negative",-1
"10085","подхалимка","negative",-1
"10086","подхалимничанье","negative",-1
"10087","подхалимничать","negative",-1
"10088","подхалимский","negative",-1
"10089","подхалимство","negative",-1
"10090","подхалимствовать","negative",-1
"10094","подходить","positive",1
"10095","подходящий","positive",1
"10096","подчистка документа","negative",-1
"10097","подъезжать","negative",-1
"10099","подъем духа","positive",1
"10100","подъем настроения","positive",1
"10101","подъем сил","positive",1
"10107","подъем","positive",1
"10108","подъехать","negative",-1
"10110","поехала крыша","negative",-1
"10111","пожадничать","negative",-1
"10112","пожалеть время","negative",-1
"10113","пожалеть деньги","negative",-1
"10114","пожалеть","negative",-1
"10115","пожалеть","negative",-1
"10116","пожалеть","positive",1
"10117","пожалеть","positive",1
"10118","пожаловаться","negative",-1
"10119","пожаловаться","negative",-1
"10120","пожалуйста исправьте","negative",-1
"10121","пожар","negative",-1
"10123","пожертвователь","positive",1
"10124","пожизненное заключение","negative",-1
"10125","пожизненный срок","negative",-1
"10126","пожурить","negative",-1
"10127","позавидовать","negative",-1
"10128","позавчерашний","negative",-1
"10129","позариться","negative",-1
"10130","позволительность","positive",1
"10131","позволительный","positive",1
"10132","позволять задуматься","positive",1
"10133","позволять почуствовать","positive",1
"10134","позволять чувствовать","positive",1
"10135","поздно исправили","negative",-1
"10136","поздно исправлять","negative",-1
"10137","поздравляшка","positive",1
"10138","позер","negative",-1
"10139","позерка","negative",-1
"10140","позерский","negative",-1
"10141","позерство","negative",-1
"10143","позитив","positive",1
"10145","позитивный","positive",1
"10146","позлорадствовать","negative",-1
"10147","позлословить","negative",-1
"10148","позор","negative",-1
"10149","позориться","negative",-1
"10150","позорище","negative",-1
"10151","позорность","negative",-1
"10152","позорный","negative",-1
"10153","поиздеваться","negative",-1
"10154","поизноситься","negative",-1
"10155","поймать с поличным","negative",-1
"10156","пойти вперед","positive",1
"10157","пойти на диалог","positive",1
"10158","пойти на лад","positive",1
"10159","пойти на панель","negative",-1
"10160","пойти на пользу","positive",1
"10161","показатель качества","positive",1
"10163","показательность","positive",1
"10165","показательный","positive",1
"10166","показать на дверь","negative",-1
"10167","показной","negative",-1
"10168","показуха","negative",-1
"10169","показушный","negative",-1
"10170","покалечить","negative",-1
"10171","покалывать","negative",-1
"10172","покапризничать","negative",-1
"10173","покатиться со смеху","positive",1
"10174","покатываться со смеху","positive",1
"10176","покаяние","positive",1
"10177","покаяние","positive",1
"10178","поквитаться","negative",-1
"10179","покладистость","positive",1
"10180","покладистый","positive",1
"10181","поклеп","negative",-1
"10182","поклонение","positive",1
"10183","поклоняться","positive",1
"10184","покой","positive",1
"10185","поколачивать","negative",-1
"10186","поколдовать","negative",-1
"10187","поколотить","negative",-1
"10188","покончить с собой","negative",-1
"10189","покопаться","negative",-1
"10190","покопаться","negative",-1
"10192","покорежить","negative",-1
"10193","покорность","negative",-1
"10194","покорный","negative",-1
"10195","покоробить","negative",-1
"10196","покраснеть от стыда","negative",-1
"10197","покрепче","positive",1
"10198","покривить душой","negative",-1
"10199","покривить совестью","negative",-1
"10200","покритиковать","negative",-1
"10201","покуражиться","negative",-1
"10202","покуролесить","negative",-1
"10203","покуситься","negative",-1
"10204","покушаться","negative",-1
"10205","покушение","negative",-1
"10206","полагаться на авось","negative",-1
"10207","полагаться на авось","negative",-1
"10208","полая вода","negative",-1
"10209","полбеды","negative",-1
"10210","полегчать","positive",1
"10212","полезнейший","positive",1
"10213","полезность","positive",1
"10215","полезный","positive",1
"10216","полезть в петлю","negative",-1
"10217","полениться","negative",-1
"10218","полиартрит","negative",-1
"10219","полиомиелит","negative",-1
"10220","полиомиелитный","negative",-1
"10221","политизация","negative",-1
"10222","политизирование","negative",-1
"10223","политизировать","negative",-1
"10224","политический вакуум","negative",-1
"10226","политкорректность","positive",1
"10227","политкорректный","positive",1
"10228","политрепрессии","negative",-1
"10229","полная х","negative",-1
"10232","полноватый","negative",-1
"10233","полное уг","negative",-1
"10234","полнокровность","positive",1
"10235","полнокровный","positive",1
"10236","полномочий лишать","negative",-1
"10237","полномочий лишаться","negative",-1
"10238","полномочий лишить","negative",-1
"10239","полномочий лишиться","negative",-1
"10240","полностью затмевать","positive",1
"10241","полностью отражать","positive",1
"10243","полноценность","positive",1
"10244","полноценный","positive",1
"10245","полный ноль","negative",-1
"10246","полный провал","negative",-1
"10252","половодье","negative",-1
"10253","положа руку на сердце","positive",1
"10254","положительность","positive",1
"10257","положительный","positive",1
"10258","положительный","positive",1
"10259","положить зубы на полку","negative",-1
"10260","положить под сукно","negative",-1
"10261","поломаться","negative",-1
"10262","поломка","negative",-1
"10263","полоумный","negative",-1
"10264","полубог","positive",1
"10265","полуголодный","negative",-1
"10266","полуграмотный","negative",-1
"10267","полудурок","negative",-1
"10268","полукриминальный","negative",-1
"10269","полумертвый","negative",-1
"10270","полупьяный","negative",-1
"10271","полусонный","negative",-1
"10272","получать выговор","negative",-1
"10273","получать ожог","negative",-1
"10274","получать срок","negative",-1
"10275","получение срока","negative",-1
"10276","получить ожог","negative",-1
"10277","получить скро","negative",-1
"10278","полысеть","negative",-1
"10279","польза","positive",1
"10280","пользмы минимум","negative",-1
"10281","польстить","negative",-1
"10282","польстить","positive",1
"10283","полюбить","positive",1
"10284","полюбиться","positive",1
"10285","полюбоваться","positive",1
"10286","помарка","negative",-1
"10287","помаяться","negative",-1
"10288","помереть","negative",-1
"10289","помереть","negative",-1
"10290","поместительность","positive",1
"10291","поместительный","positive",1
"10292","помеха","negative",-1
"10293","помеховый","negative",-1
"10294","помечтать","positive",1
"10295","помешанный","negative",-1
"10296","помешать","negative",-1
"10298","помирать","negative",-1
"10299","помирать","negative",-1
"10300","помогать","positive",1
"10301","помогать","positive",1
"10302","помогающий фактор","positive",1
"10303","помоечный","negative",-1
"10304","помойка","negative",-1
"10305","поморозить","negative",-1
"10306","помотать нервишки","negative",-1
"10307","помочь","positive",1
"10308","помочь","positive",1
"10310","помощник","positive",1
"10311","помощник","positive",1
"10312","помощь","positive",1
"10314","помпа","positive",1
"10315","помпезность","positive",1
"10316","помпезный","positive",1
"10317","помрачать","negative",-1
"10318","помрачаться","negative",-1
"10319","помрачить","negative",-1
"10320","помрачиться","negative",-1
"10321","помутилось сознание","negative",-1
"10322","помутить","negative",-1
"10323","помутить","negative",-1
"10324","помутиться в голове","negative",-1
"10325","помутиться","negative",-1
"10326","помутиться","negative",-1
"10327","помутнение","negative",-1
"10328","помутнеть","negative",-1
"10329","помучить","negative",-1
"10330","помучиться","negative",-1
"10331","помятость","negative",-1
"10332","помятый","negative",-1
"10333","помяться","negative",-1
"10334","помяться","negative",-1
"10335","понадеяться","positive",1
"10336","понаслаждаться","positive",1
"10337","понижать в статусе","negative",-1
"10338","понижать статус","negative",-1
"10339","понижать стоимость","positive",1
"10341","понижение остроты слуха","negative",-1
"10342","понижение статуса","negative",-1
"10343","понижение стоимости","positive",1
"10344","понижение уровня жизни","negative",-1
"10346","пониженный слух","negative",-1
"10348","понизить в статусе","negative",-1
"10349","понизить остроту слуха","negative",-1
"10350","понизить статус","negative",-1
"10351","понизить стоимость","positive",1
"10354","поникнуть духом","negative",-1
"10355","поникнуть","negative",-1
"10356","поникнуть","negative",-1
"10357","поникнуть","negative",-1
"10358","понимание","positive",1
"10359","понимать","positive",1
"10360","поножовщина","negative",-1
"10361","понос","negative",-1
"10362","поносный","negative",-1
"10363","поношенность","negative",-1
"10364","поношенный","negative",-1
"10365","понравиться не очень","negative",-1
"10366","понравиться","positive",1
"10367","понурость","negative",-1
"10368","понурый","negative",-1
"10369","поныть","negative",-1
"10370","понятливость","positive",1
"10371","понятливый","positive",1
"10372","понятность","positive",1
"10373","понятный","positive",1
"10374","понять","positive",1
"10375","пообвыкнуться","positive",1
"10376","поорать","negative",-1
"10377","поостынуть","negative",-1
"10379","поостыть","negative",-1
"10387","попадать под раздачу","negative",-1
"10388","попасть под раздачу","negative",-1
"10389","попенять","negative",-1
"10390","попереться","negative",-1
"10391","попирать","negative",-1
"10392","поплакаться","negative",-1
"10393","попортить","negative",-1
"10394","поправиться","positive",1
"10395","поправиться","positive",1
"10396","поправиться","positive",1
"10399","поправка","positive",1
"10400","поправка","positive",1
"10401","поправка","positive",1
"10402","поправка","positive",1
"10403","поправление","positive",1
"10404","поправление","positive",1
"10405","поправление","positive",1
"10407","поправляться","positive",1
"10408","поправляться","positive",1
"10409","поправляться","positive",1
"10411","попрание","negative",-1
"10412","попрать","negative",-1
"10413","попрек","negative",-1
"10414","попрекать","negative",-1
"10415","попрекнуть","negative",-1
"10416","попривыкнуть","positive",1
"10417","попрошайка","negative",-1
"10418","попрошайничать","negative",-1
"10419","попрошайнический","negative",-1
"10420","попрошайничество","negative",-1
"10421","популизм","negative",-1
"10422","популист","negative",-1
"10423","популистка","negative",-1
"10424","популистский","negative",-1
"10425","популяризация","positive",1
"10426","популяризирование","positive",1
"10427","популяризировать","positive",1
"10428","популяризовать","positive",1
"10429","популярнейший","positive",1
"10430","популярность упала","negative",-1
"10431","популярность","positive",1
"10432","популярный","positive",1
"10433","попуститель","negative",-1
"10434","попустительница","negative",-1
"10435","попустительский","negative",-1
"10436","попустительство","negative",-1
"10437","попустительствовать","negative",-1
"10438","попутать","negative",-1
"10440","поработить","negative",-1
"10441","порабощать","negative",-1
"10442","порабощение","negative",-1
"10443","порадоваться","positive",1
"10444","поражать","negative",-1
"10445","поражать","negative",-1
"10447","поражение мозга","negative",-1
"10448","поражение нервной системы","negative",-1
"10449","поражение","negative",-1
"10450","поражение","negative",-1
"10452","поразительность","positive",1
"10453","поразительный","positive",1
"10454","поразить в самое сердце","positive",1
"10455","поразить","negative",-1
"10456","поразить","negative",-1
"10458","поранить","negative",-1
"10459","пораниться","negative",-1
"10460","пореветь","negative",-1
"10461","поржать","positive",1
"10462","порицание","negative",-1
"10463","порицать","negative",-1
"10464","порно","negative",-1
"10465","порнографический","negative",-1
"10466","порнография","negative",-1
"10467","порноматериал","negative",-1
"10468","порнопродукция","negative",-1
"10469","порнуха","negative",-1
"10470","порнушка","negative",-1
"10471","породистость","positive",1
"10472","породистый","positive",1
"10473","породность","positive",1
"10477","породный","positive",1
"10478","порок","negative",-1
"10479","пороть горячку","negative",-1
"10480","порочность","negative",-1
"10481","порочный","negative",-1
"10482","портачить","negative",-1
"10483","портить","negative",-1
"10484","портиться","negative",-1
"10485","поругание","negative",-1
"10486","поругать","negative",-1
"10487","поругать","negative",-1
"10488","поругаться","negative",-1
"10489","поругаться","negative",-1
"10490","поругивать","negative",-1
"10491","порушить","negative",-1
"10492","порча","negative",-1
"10493","порча","negative",-1
"10494","порча","negative",-1
"10495","порыв ветра","negative",-1
"10496","порыв","negative",-1
"10497","порыв","positive",1
"10498","порыдать","negative",-1
"10499","порядочность","positive",1
"10501","порядочный","positive",1
"10502","по-свински","negative",-1
"10503","посетовать","negative",-1
"10504","поскальзываться","negative",-1
"10505","поскальзываться","negative",-1
"10506","поскандалить","negative",-1
"10507","поскользнуться","negative",-1
"10508","поскользнуться","negative",-1
"10510","поскупиться","negative",-1
"10514","последовательность","positive",1
"10516","последовательный","positive",1
"10517","последствие","negative",-1
"10518","послушная кукла","negative",-1
"10519","послушная марионетка","negative",-1
"10520","послушность","positive",1
"10521","послушный","positive",1
"10523","посмеиваться","negative",-1
"10524","посмеиваться","positive",1
"10526","посмеяться","negative",-1
"10527","посмеяться","positive",1
"10528","пособить","positive",1
"10529","пособлять","positive",1
"10530","пособник","negative",-1
"10531","пособница","negative",-1
"10532","пособничать","negative",-1
"10533","пособничество","negative",-1
"10534","посомневаться","negative",-1
"10535","посочувствовать","positive",1
"10536","поспекулировать","negative",-1
"10537","поспешность","negative",-1
"10538","поспешный","negative",-1
"10539","посрать","negative",-1
"10540","посредственность","negative",-1
"10541","посредственный","negative",-1
"10542","поссориться","negative",-1
"10543","поставить в тупик","negative",-1
"10544","поставить в упрек","negative",-1
"10545","поставить крест","negative",-1
"10546","поставить на колени","negative",-1
"10547","поставить на уши","negative",-1
"10548","поставить под вопрос","negative",-1
"10549","поставить под удар","negative",-1
"10550","поставить с ног на голову","negative",-1
"10551","постелька","positive",1
"10552","постесняться","negative",-1
"10553","постигать","positive",1
"10554","постигнуть","positive",1
"10555","постижение","positive",1
"10556","постичь","positive",1
"10557","постный","negative",-1
"10561","постоянное повторение","negative",-1
"10562","постоянный повтор","negative",-1
"10563","постоянство","positive",1
"10565","постыдиться","negative",-1
"10566","постыдность","negative",-1
"10567","постыдный","negative",-1
"10568","посчастливиться","positive",1
"10569","посягательство","negative",-1
"10570","посягать","negative",-1
"10571","посягнуть","negative",-1
"10572","потакание","negative",-1
"10573","потакать","negative",-1
"10574","потасканность","negative",-1
"10575","потасканный","negative",-1
"10576","потаскуха","negative",-1
"10577","потасовка","negative",-1
"10578","потатчик","negative",-1
"10579","потатчица","negative",-1
"10580","потворство","negative",-1
"10581","потворствование","negative",-1
"10582","потворствовать","negative",-1
"10583","потворщик","negative",-1
"10584","потворщица","negative",-1
"10585","потемки","negative",-1
"10588","потепление","positive",1
"10591","потеплеть","positive",1
"10592","потерпеть провал","negative",-1
"10593","потертость","negative",-1
"10594","потертый","negative",-1
"10595","потеря авторитета","negative",-1
"10596","потеря актуальности","negative",-1
"10597","потеря влаги","negative",-1
"10598","потеря возможности","negative",-1
"10599","потеря времени","negative",-1
"10600","потеря доверия","negative",-1
"10601","потеря интереса","negative",-1
"10602","потеря крови","negative",-1
"10603","потеря популярности","negative",-1
"10604","потеря слух","negative",-1
"10605","потеря сознания","negative",-1
"10606","потеря уважения","negative",-1
"10607","потеря","negative",-1
"10608","потеря","negative",-1
"10609","потеря","negative",-1
"10610","потеря","negative",-1
"10611","потеря","negative",-1
"10612","потерять авторитет","negative",-1
"10613","потерять актуальность","negative",-1
